Request_Size,Inter_RR_Time,DL_Time,DL_Vol,DL_Size,PB_Time
619,0.0034610000000014907,0.26225399999999865,500066,333,45.200407
626,0.003568999999998823,0.5200439999999986,180658,121,49.24271
619,0.01113700000000506,0.2024419999999978,523581,349,50.224064
622,0.005228000000002453,0.31400500000000164,202193,136,51.810804
619,0.012028000000000816,0.03617400000000259,94944,64,56.25362
626,0.0042159999999995534,0.5020260000000007,500082,333,60.754154
622,0.003906000000000631,0.21874199999999888,500785,334,61.851054
627,0.005352000000002022,0.6420079999999899,497118,331,65.770724
622,0.010356000000001586,0.20330599999999777,331972,222,67.873108
627,0.00869399999999132,0.8735709999999983,1159782,771,70.794796
677,0.000598999999994021,0.007839000000004148,22590,15,77.299023
627,0.011560000000002901,0.5000619999999998,337538,225,81.84334
619,0.00042299999999784177,0.048192000000000235,666840,443,82.355056
622,0.00392999999999688,0.12006600000000844,116215,79,83.936572
627,0.004405000000005543,0.4669200000000018,153678,103,86.861792
678,0.00047500000000866294,0.036583999999990624,40718,27,87.334127
622,0.010598999999999137,0.1266379999999998,122536,83,88.962005
627,0.009337999999999624,0.857011,913331,608,91.889095
619,0.010703000000006568,0.0930489999999935,242747,163,93.397399
622,0.00955399999999429,0.10651400000000422,526024,351,93.968925
550,0.0037329999999968777,0.02302500000000407,61812,42,99.429378
627,0.011526000000003478,0.8964349999999968,1000058,665,102.920935
619,0.010512000000005628,0.5689279999999997,500124,334,104.447918
627,0.010387000000008584,2.4392799999999966,1504486,1000,107.943653
627,0.009714000000002443,0.503785999999991,177774,119,113.970056
619,3.700000000605996e-05,0.018205999999992173,322036,214,114.483937
626,0.00030999999999981043,0.012907000000000224,22938,17,2.008407
627,0.004839000000000482,0.4929779999999999,131187,89,5.018653
619,0.010742999999999725,0.13757800000000042,358494,239,6.345804
622,0.010934999999999917,0.19726200000000027,214911,144,6.934169
592,0.003814000000000206,0.1836310000000001,280182,187,7.144741
627,0.010912000000001143,0.4922109999999993,135322,91,10.038013
619,0.010296000000000305,0.21326299999999954,555513,370,11.363999
622,0.0045589999999986475,0.134919,147834,100,11.95691
627,0.010308999999999457,0.3653700000000022,205068,138,16.061048
585,0.0042679999999997165,0.30902799999999786,552472,368,16.439115
622,0.005762000000000711,0.11805400000000077,128635,87,17.983175
619,0.003640999999998229,0.2055959999999999,500082,333,21.676555
627,0.009879999999999,0.6580010000000023,501620,334,26.094517
619,0.003622000000000014,0.07727900000000076,182292,122,27.425555
619,0.004372000000003595,0.24676999999999794,712765,475,32.448209
550,0.0006620000000054915,0.10331000000000046,358574,239,32.699386
678,0.2179920000000024,0.17491199999999907,457840,304,37.264922
619,0.004882999999999527,1.574066000000002,879898,586,38.472535
627,0.00546200000000141,0.7097989999999967,573908,382,42.157454
611,0.0012570000000025061,0.005985000000002572,12972,9,42.872755
622,0.009785999999998296,0.16657200000000216,258371,173,44.112201
619,0.004103999999998109,0.02732199999999807,70856,48,48.51344
622,0.010471000000002562,0.16168799999999806,232737,156,50.141197
627,0.007811000000003787,0.34472799999999637,121079,82,53.19087
619,0.009986000000004935,0.20401699999999323,530752,354,54.527108
544,0.003970999999999947,0.1317189999999968,346446,231,54.896728
627,0.011680000000005464,0.3520559999999975,140928,95,58.208642
619,0.009995000000003529,0.13920699999999897,357004,238,59.547849
622,0.009552999999996814,0.2135859999999994,327114,219,60.185496
557,0.21236600000000294,0.0031970000000001164,13554,9,64.356115
619,3.499999999689862e-05,0.05231200000000058,256190,171,64.572131
627,0.009990999999999417,0.4858920000000069,435824,291,69.245165
544,0.003449000000003366,0.19490600000000313,499900,333,69.944797
619,0.007165000000000532,0.5218720000000019,561021,374,70.586724
627,0.009551000000001864,0.32762800000000425,12180,10,74.26549
619,0.012242999999998005,0.19054200000000776,500066,333,75.609849
619,0.002960000000001628,0.38540499999999156,496162,331,80.635321
678,0.00663800000000947,0.012386999999989712,13610,9,82.423481
544,0.004292000000006624,0.1972690000000057,500074,333,84.979486
678,0.004717999999996891,0.0166460000000086,45244,30,87.440495
627,0.009920999999991409,0.314848000000012,121741,82,90.318634
619,0.0038109999999988986,0.20323599999998976,528098,352,91.674203
627,0.010081999999997038,0.36656099999999014,132130,89,95.354121
619,0.011385000000004197,0.2576099999999997,521484,348,96.688688
592,0.003273000000007187,0.11728099999999131,256094,171,97.585967
545,0.010103000000000861,0.20956499999999778,546080,364,100.025659
627,0.009823000000011461,0.3476299999999952,25668,18,100.766927
622,0.003793999999999187,0.16902700000001403,131212,89,103.390256
627,0.010010999999991554,0.6411330000000106,755316,503,106.388079
585,0.009698000000000206,0.22505099999999345,519733,347,107.041779
620,0.010305000000002451,0.035265999999992914,90426,61,107.729816
627,0.011057000000008088,1.5316369999999893,1119764,745,111.413945
551,0.009838999999999487,0.2992880000000042,381292,254,112.9589
627,0.0043539999999921974,0.7367290000000111,697440,464,117.436559
686,0.00022199999999372722,0.814148000000003,300405,200,118.178717
622,0.01059399999999755,0.2485590000000002,250070,167,119.475026
557,0.06656399999999962,0.014083999999996877,40662,27,124.55811
627,0.010795000000001664,0.31733400000000245,143601,97,127.470761
620,0.009941999999995232,0.1979650000000106,503070,335,128.828768
622,0.01033099999997944,0.16914100000002463,122357,83,129.520901
592,0.007846000000000686,0.17018500000000358,378096,252,129.70268
627,0.009950000000003456,0.3061360000000093,107804,73,133.49884
620,0.0037140000000022155,0.1492900000000077,390120,260,133.851072
622,0.011612000000013722,0.19342000000000326,188569,127,135.54142
585,0.004187000000001717,0.2838700000000074,569527,380,138.90902
620,4.400000000259752e-05,0.8370319999999936,211641,144,139.890599
627,0.010525000000001228,0.578598999999997,501676,334,143.523934
620,0.011089999999995825,0.19223800000000324,498552,332,144.896581
620,0.010281999999989466,2.1523850000000095,1059420,705,149.905407
545,0.026281000000011545,0.012870999999989863,34704,24,153.188604
627,0.009964999999994006,0.9919170000000008,858628,572,154.557536
620,0.006204999999994243,1.2188090000000216,197343,132,155.926954
627,0.0033540000000016335,0.37985599999998954,176058,119,159.578148
620,0.009714000000002443,0.2057010000000048,530167,353,160.948317
622,0.004054000000024871,0.2676429999999925,232931,156,161.665137
627,0.009997999999995955,0.362796000000003,117590,79,165.601332
620,0.0007339999999942393,0.01581400000000599,73700,50,165.974364
585,0.00013699999999516876,0.44696000000001845,401158,268,165.991852
622,0.009916000000004033,0.2423769999999763,288771,193,167.69504
627,0.00992499999998131,0.36108500000000276,91932,62,170.617163
620,0.0003289999999935844,0.10397499999999127,524394,349,170.988797
622,0.00337399999997956,0.26294699999999693,331653,222,172.293798
627,0.010090999999988526,0.7095010000000173,1003142,667,175.638846
644,0.010328999999999589,0.19224599999999992,500058,333,4.152173
627,0.003736999999999213,0.49686000000000075,494034,329,6.173422
645,0.003888999999999143,0.037862000000000506,97956,66,8.249755
678,0.00012900000000115597,0.011536999999998798,15084,10,8.291673
645,0.004515999999998854,2.248406000000001,592749,396,10.257419
646,0.010284999999999656,0.03240400000000143,87430,59,13.26099
678,0.00044499999999914053,0.9524640000000009,59303,40,13.304342
622,0.0038520000000001886,0.2046910000000004,218132,146,14.348942
647,0.01020600000000016,0.19156200000000112,501604,334,16.269078
647,0.01268699999999967,0.025850999999999402,77958,53,18.279838
647,0.0036559999999994375,0.03929899999999975,97964,66,20.957692
545,0.009861999999998261,0.1918570000000024,498576,332,21.845354
620,0.005480999999999625,0.21027700000000138,500074,333,23.636345
647,0.009588999999998293,0.1918059999999997,498560,332,26.291931
678,0.1742530000000002,1.3430570000000017,540726,359,28.350011
585,0.00013699999999516876,0.040739999999999554,100938,68,39.304858
565,0.0002840000000006171,0.04596699999999743,224644,150,39.346747
678,0.0005789999999947781,0.012616000000001293,37714,25,39.393281
647,0.003585999999998535,0.555062999999997,637104,424,42.35963
655,0.002085999999998478,2.449424999999998,512360,340,42.919798
647,0.00012699999999910005,1.8157360000000011,268370,180,50.387802
655,0.9907349999999937,0.13726400000000183,359142,239,52.952136
565,0.008181000000000438,0.2814900000000051,75374,51,54.084675
627,0.000301999999997804,0.025776000000000465,64824,44,54.374401
620,0.010343000000005986,0.1974429999999998,500074,333,55.742262
620,0.00996000000000663,2.093012999999999,1058203,704,65.784247
655,0.7823080000000004,1.7694520000000011,891878,593,69.015352
622,0.003376000000002932,0.1396220000000028,56012,39,72.605532
647,0.0037829999999985375,0.1138469999999927,301290,201,74.485595
620,0.010321000000004688,0.22636599999999873,996920,664,76.816994
647,0.010410000000007358,0.19241099999999278,501596,334,79.509113
627,0.005154000000004544,0.9916759999999982,1000122,665,81.473384
627,0.010205999999996607,1.5765839999999969,991979,660,86.487846
622,0.010248999999987518,0.1185220000000129,9110,7,88.672396
655,1.3273640000000029,0.024146999999999252,66863,45,90.084532
565,0.009619999999998186,0.052510999999995533,96450,65,91.440207
627,2.800000000036107e-05,1.6253109999999964,345929,231,91.502848
622,0.011139999999997485,0.22161799999999232,279642,187,93.702155
678,0.23174000000000206,0.443995000000001,214498,143,97.580018
585,0.004034000000004312,1.8756460000000033,872809,581,98.259177
678,0.33459599999999057,0.09647999999999968,238012,158,102.557039
620,0.011277000000006865,0.20244499999999732,497364,332,103.918123
647,0.009877000000003022,0.6503079999999954,345279,231,106.593593
622,0.004148999999998182,0.19194499999998982,170004,114,109.768611
647,0.004317999999997824,0.017127999999999588,49780,34,111.614991
678,0.0001529999999974052,0.15260800000000074,388652,258,111.637578
627,0.012096999999997138,0.3719040000000007,40728,28,113.575945
620,0.0001469999999983429,1.0236689999999982,458260,306,113.96046
622,0.010194999999995957,0.18435399999999902,122292,83,115.781109
647,0.009838999999999487,0.008250000000003865,22656,16,117.640677
679,0.0002250000000003638,0.698756000000003,116408,78,117.660365
627,0.009393000000002871,1.7098089999999928,746586,497,118.598128
622,0.011427999999995109,0.17350600000000327,123414,85,120.798181
592,0.0037549999999981765,0.07021899999999448,120694,83,120.985313
679,1.4239519999999999,0.18635399999999436,503028,334,122.562381
622,0.005274000000000001,0.1579579999999936,128834,87,125.823621
647,0.010788000000005127,0.006444999999999368,18138,13,127.684192
679,0.0011009999999913589,0.05344800000000305,123580,82,127.702398
627,0.010282999999986941,0.3741679999999974,6090,5,129.638506
620,0.0014379999999789561,0.09259300000002213,491326,327,130.024999
622,0.003923999999983607,0.19634600000000546,210596,141,131.780461
647,0.010012999999986505,0.018460000000004584,48258,33,133.698809
620,0.010435000000001082,0.03284400000001142,87604,60,141.071044
622,0.004222999999996091,0.28909199999998236,405228,270,141.781527
545,0.008403999999984535,0.21812500000001478,503262,335,142.263864
647,0.004373999999984335,0.611358000000024,501580,334,143.731807
627,0.01006399999999985,0.3832830000000058,239568,160,145.694758
620,0.00024200000001428634,0.07495799999998098,261625,175,146.088271
622,0.004165999999997894,0.18993400000002225,212420,142,147.925706
647,0.010108999999999924,0.19139499999999998,500106,333,149.752101
622,0.012070999999991727,0.12205800000000977,128292,87,152.948451
647,0.010603000000003249,0.6396629999999845,878721,585,154.764747
565,0.009884999999997035,0.07500799999999685,120554,81,155.436027
620,0.010286000000007789,0.04302100000001019,110708,75,157.13045
647,0.011118999999979451,0.005953000000005204,15126,11,159.789316
627,0.004449999999991405,0.386572000000001,176276,118,161.74794
620,0.0010050000000205728,0.0780409999999847,321052,214,162.1402
647,0.009792000000004464,0.00214299999998957,2283,3,165.813987
620,0.01127400000001444,0.0978279999999927,115870,78,168.16368
622,0.0040219999999919764,0.1052140000000179,111518,75,169.022986
545,0.010101000000020122,0.1981919999999775,492325,328,172.360583
620,0.009716999999994869,0.07354200000000333,192568,129,173.180912
620,0.0033930000000168548,0.033402999999992744,90426,61,178.196127
655,0.061018000000018446,0.18960299999997687,216579,144,178.385257
622,0.005295000000018035,0.1164009999999962,83595,57,179.071453
685,0.0050560000000006156,0.020144000000000162,531446,363,7.798766
685,0.007953999999999795,0.017545000000000144,512168,350,12.828063
685,0.0044840000000050395,0.010510999999993942,54336,38,82.141117
