num_packets_up,num_packet_down,total_bytes_up,min_pkt_size_up,max_pkt_size_up,mean_pkt_size_up,std_pkt_size_up,total_bytes_down,min_pkt_size_down,max_pkt_size_down,mean_pkt_size_down,std_pkt_size_down,min_iat_up,max_iat_up,mean_iat_up,std_iat_up,min_iat_dowj,max_iat_down,mean_iat_down,std_iat_down,website
3128,2869,778071.0,40.0,8800.0,248.74392583120203,483.7488796233078,1889681.0,40.0,25362.0,658.6549320320669,1873.4275087491123,0.0,1.319325,0.006204759513911098,0.035859213834614136,0.0,1.319391,0.00676421408647141,0.044528269402873064,ndtv.com
663,594,117975.0,40.0,2125.0,177.94117647058823,321.8427650526585,787185.0,40.0,46760.0,1325.2272727272727,4008.1468659492575,4.000000000000001e-06,6.019932000000001,0.027904969788519647,0.27582007005372333,1.0000000000000002e-06,10.462313,0.031147349072512646,0.4481460029230126,ndtv.com
1226,1152,223969.0,40.0,1424.0,182.6827079934747,327.71522178644426,950463.0,40.0,14640.0,825.0546875,1647.7710120161,5e-06,3.662446,0.014750391020408163,0.14028763473089367,1.0000000000000002e-06,4.219424,0.015693680278019113,0.1854691882393087,bbc.co.uk
406,405,75687.0,40.0,3771.0,186.42118226600985,485.3269865728494,654649.0,40.0,14640.0,1616.4172839506173,3053.8522792957638,6e-06,4.986379,0.04458566666666667,0.3943070474253687,0.0,4.987588000000001,0.04468878465346534,0.3949144266295856,msn.com
262,262,31558.0,40.0,1040.0,120.45038167938931,161.8681036189725,581532.0,40.0,39937.0,2219.587786259542,5762.079179697807,6e-06,5.040002,0.06666534099616858,0.517117154186809,1.0000000000000002e-06,5.042727,0.06662665134099618,0.5175156945138485,msn.com
710,730,98288.0,40.0,1385.0,138.43380281690142,216.62686680080301,2838982.0,40.0,64280.0,3889.0164383561646,11496.819386832465,5e-06,6.456035,0.02591672919605078,0.3186289756748639,1.0000000000000002e-06,15.245474000000002,0.025197540466392318,0.5648291356911571,foxnews.com
2176,1899,632849.0,40.0,6314.0,290.8313419117647,472.7093788245873,2711143.0,40.0,39460.0,1427.6687730384413,3658.5126582720322,0.0,0.783329,0.008940333333333333,0.04000065795184112,0.0,2.5808790000000004,0.010243522128556375,0.09567970415055196,news18.com
648,940,879422.0,40.0,17560.0,1357.1327160493827,3310.312914645574,1245240.0,40.0,29861.0,1324.723404255319,3801.6103504629,5e-06,5.743161000000001,0.029100867078825348,0.24710196611931654,0.0,7.876919000000001,0.020045944621938233,0.3354138308964309,news.google.com
790,731,135190.0,40.0,1955.0,171.126582278481,302.8153267359086,807952.0,40.0,64280.0,1105.2694938440493,3856.336150994278,1.0000000000000002e-06,7.482097,0.02452439797211661,0.2869077524287281,1.0000000000000002e-06,8.415756,0.02650300958904109,0.3437805128771407,ndtv.com
952,963,159197.0,40.0,3134.0,167.22373949579833,347.030187360587,3469611.0,40.0,64280.0,3602.919003115265,10505.376514465743,1e-05,5.6513100000000005,0.019410075709779182,0.2318317099913382,0.0,5.6533560000000005,0.019181652806652807,0.23064403933860675,finance.yahoo.com
1734,1604,423992.0,40.0,3479.0,244.51672433679354,456.0914602241934,1587886.0,40.0,14520.0,989.9538653366584,2150.8300840075703,0.0,1.156666,0.009788035776110789,0.0639753935665703,0.0,2.967946,0.010579759825327512,0.11061243680608482,nypost.com
1098,1124,161693.0,40.0,3096.0,147.26138433515482,319.10019913094845,4513942.0,40.0,64280.0,4015.962633451957,8353.903542828153,6e-06,3.239593,0.016383404740200547,0.12195237215741822,1.0000000000000002e-06,3.2395840000000002,0.016001745325022264,0.12076411176875006,finance.yahoo.com
296,278,34308.0,40.0,1025.0,115.9054054054054,162.68500656333714,365996.0,40.0,19045.0,1316.5323741007194,3207.075665158655,5e-06,15.904009,0.061615515254237294,0.9258163715557449,1.0000000000000002e-06,15.903478000000002,0.06559190613718414,0.9553921380056872,cnn.com
285,264,46743.0,40.0,1385.0,164.01052631578946,288.4208765007876,408710.0,40.0,23400.0,1548.1439393939395,4122.7287045836665,7.000000000000001e-06,7.996762,0.06460301056338029,0.5714284520888637,0.0,15.804302000000002,0.06974248288973386,0.974657589650667,cnn.com
601,962,946764.0,40.0,32160.0,1575.314475873544,4212.491976958544,804301.0,40.0,25927.0,836.0717255717256,2905.7738782428682,4.000000000000001e-06,4.586378,0.029894815,0.2196656576426549,0.0,7.3358490000000005,0.018658933402705517,0.3030947590014098,news.google.com
700,639,124223.0,40.0,1872.0,177.46142857142857,316.99450981686795,688683.0,40.0,50752.0,1077.75117370892,3795.588014843985,7.000000000000001e-06,5.4180600000000005,0.02471662947067239,0.2392943670733335,1.0000000000000002e-06,9.302769000000001,0.027073902821316623,0.39640119982310773,ndtv.com
616,533,173549.0,40.0,6228.0,281.73538961038963,505.704476618873,687002.0,40.0,20480.0,1288.9343339587242,3034.2932984251597,2.0000000000000003e-06,3.2941700000000003,0.031073552845528454,0.2161327745709932,1.0000000000000002e-06,4.992513000000001,0.03590917293233083,0.345849367010162,news18.com
998,1011,188100.0,40.0,7340.0,188.47695390781564,391.2179384896969,2745736.0,40.0,64280.0,2715.8615232443126,8747.32739962617,1.0000000000000002e-06,2.401208,0.018489139418254762,0.13908804989293544,0.0,4.002398,0.01824943663366337,0.19701493921524976,foxnews.com
1645,1437,476411.0,40.0,4172.0,289.6115501519757,501.0438828029438,1540543.0,40.0,29459.0,1072.0549756437022,2971.648928025045,0.0,1.7301170000000001,0.011348413625304138,0.07164993543590112,0.0,1.8485310000000001,0.012990443593314763,0.1026580735710619,cnbc.com
288,283,42852.0,40.0,1618.0,148.79166666666666,290.6768713778359,612221.0,40.0,21940.0,2163.3250883392225,4352.254914903012,9e-06,8.656175000000001,0.061782432055749126,0.6119863925411806,0.0,8.656597,0.06285438652482268,0.6174593368876988,abc.net.au
533,554,187418.0,40.0,16071.0,351.62851782363975,1362.566541416128,601537.0,40.0,22120.0,1085.8068592057762,2861.45760423897,1.0000000000000002e-06,5.3489700000000004,0.03159134398496242,0.2896237791650566,0.0,13.795931000000001,0.03038517179023508,0.5878693335962969,indiatimes.com
526,547,186748.0,40.0,16071.0,355.0342205323194,1373.2550814858557,685690.0,40.0,33160.0,1253.546617915905,3297.020108007079,5e-06,8.087127,0.03683736,0.4025164770375771,0.0,16.321526000000002,0.0354156336996337,0.6991651556754529,indiatimes.com
416,395,63640.0,40.0,1385.0,152.98076923076923,253.62601176960112,713661.0,40.0,40920.0,1806.7367088607596,5123.170311155079,1.0000000000000002e-06,7.512876,0.045213561445783146,0.4561609548537422,1.0000000000000002e-06,16.109276,0.047614065989847715,0.8116201269534911,theguardian.com
1195,1118,217959.0,40.0,1520.0,182.39246861924687,328.5726643462997,1231785.0,40.0,28047.0,1101.7754919499105,2564.887173668908,0.0,3.801766,0.014541761306532668,0.15085884249949516,0.0,4.218967,0.015541510295434203,0.20768376945917474,bbc.co.uk
622,598,120709.0,40.0,4164.0,194.06591639871382,436.1255124809365,1000092.0,40.0,25552.0,1672.3946488294314,4141.223346079679,0.0,2.893303,0.02765610305958132,0.18235482784475263,0.0,3.195177,0.02876367336683417,0.22429166509819828,cnbc.com
213,186,27973.0,40.0,1013.0,131.32863849765258,175.0645567625221,458253.0,40.0,24860.0,2463.7258064516127,4961.833907378552,1.1000000000000001e-05,7.021467,0.08541608018867927,0.6466795548979074,0.0,5.011789,0.059730367567567576,0.467999966221414,msn.com
