num_packets_up,num_packet_down,total_bytes_up,min_pkt_size_up,max_pkt_size_up,mean_pkt_size_up,std_pkt_size_up,total_bytes_down,min_pkt_size_down,max_pkt_size_down,mean_pkt_size_down,std_pkt_size_down,min_iat_up,max_iat_up,mean_iat_up,std_iat_up,min_iat_dowj,max_iat_down,mean_iat_down,std_iat_down,website
274,267,47230.0,40.0,1618.0,172.37226277372264,336.41418757456483,636919.0,40.0,32160.0,2385.4644194756556,5199.386241400334,9e-06,9.018,0.06854382417582419,0.6262617260489243,1.0000000000000002e-06,9.018983,0.07033061278195488,0.6395215643073657,abc.net.au
557,524,115358.0,40.0,2960.0,207.10592459605027,387.06782990433396,741922.0,40.0,33620.0,1415.881679389313,3917.7417205132765,0.0,5.41901,0.03287985071942447,0.2746923015142993,0.0,5.419292,0.03494849521988528,0.3363198478543533,abc.net.au
259,246,30407.0,40.0,1260.0,117.4015444015444,147.6633800102625,304217.0,40.0,24159.0,1236.6544715447155,3487.4662807996606,6e-06,15.446174000000001,0.06860166279069768,0.961823245615544,0.0,15.447500000000002,0.07222848163265308,0.9870949242660214,nypost.com
255,235,45631.0,40.0,1385.0,178.94509803921568,298.32100524562134,182565.0,40.0,19020.0,776.8723404255319,2467.693661959363,5e-06,5.560490000000001,0.07357853149606298,0.4946421603438844,1.0000000000000002e-06,14.703267,0.07985408119658122,0.963802661996132,nypost.com
218,204,25406.0,40.0,1262.0,116.54128440366972,157.81237953871013,236703.0,40.0,17560.0,1160.3088235294117,3074.0875481859503,3e-06,16.418477,0.08898172350230411,1.1168724204292442,0.0,16.419078000000003,0.09511183743842368,1.1549520359503422,nypost.com
635,620,119437.0,40.0,4164.0,188.08976377952757,436.30356528226974,731746.0,40.0,21940.0,1180.2354838709678,2584.8359417788433,4.000000000000001e-06,3.510272,0.027143332807570985,0.20842019107199716,0.0,4.158282000000001,0.027796822294022624,0.23751358776277565,cnbc.com
1756,1839,285713.0,40.0,7340.0,162.70671981776766,328.91910171983903,3974300.0,40.0,64280.0,2161.120174007613,4368.991496020199,0.0,2.2501770000000003,0.010301970940170942,0.0876632723082018,0.0,3.7604930000000003,0.00983510010881393,0.11949516267830342,foxnews.com
304,281,47819.0,40.0,1385.0,157.29934210526315,282.2707765368113,324803.0,40.0,21940.0,1155.88256227758,3133.912582610568,4.000000000000001e-06,8.092745,0.06038826072607263,0.557352602536818,1.0000000000000002e-06,15.909585000000002,0.06533489642857143,0.9507315540973329,cnn.com
523,875,912647.0,40.0,25990.0,1745.0229445506693,4517.299336383598,641037.0,40.0,32392.0,732.6137142857143,2877.0533694888622,1.0000000000000002e-06,7.17597,0.03671885440613027,0.3406805146704923,0.0,7.280763,0.021925921052631577,0.3467715904524614,news.google.com
264,264,40018.0,40.0,1584.0,151.58333333333334,290.69492041552184,508150.0,40.0,23400.0,1924.810606060606,4138.331014281653,5e-06,9.288723000000001,0.07169266920152094,0.7144166021772141,1.0000000000000002e-06,9.290332000000001,0.07166938403041827,0.7145247580102752,abc.net.au
532,538,185390.0,40.0,17560.0,348.47744360902254,1311.393027924838,602920.0,40.0,43840.0,1120.6691449814127,3604.6389274407557,3e-06,6.026073,0.033003129943502824,0.31193962850237555,0.0,14.392024000000001,0.032628918063314714,0.6218334451137674,indiatimes.com
1881,1679,508968.0,40.0,4165.0,270.5837320574163,481.85659729035,1570216.0,40.0,16100.0,935.2090530077427,1889.115041131891,5e-06,1.4111150000000001,0.00957326914893617,0.055806436244483844,0.0,2.918488,0.010723448152562575,0.09466386086830776,cnbc.com
672,634,105959.0,40.0,1385.0,157.67708333333334,274.489964437455,669300.0,40.0,18639.0,1055.678233438486,2620.48420822569,4.000000000000001e-06,5.817694,0.028886710879284655,0.2700146029769444,1.0000000000000002e-06,6.705314,0.030615998420221165,0.3608356986822111,bbc.co.uk
362,343,59041.0,40.0,1385.0,163.09668508287294,268.2595056493849,427231.0,40.0,20514.0,1245.5714285714287,3580.4291519705707,7.000000000000001e-06,9.159091,0.05332160387811634,0.5392802796592582,1.0000000000000002e-06,12.977292,0.056275979532163754,0.7304571091897606,theguardian.com
418,407,64855.0,40.0,1385.0,155.1555023923445,248.07908971500146,959102.0,40.0,48220.0,2356.5159705159704,6456.253319093886,5e-06,8.223146,0.04640277458033574,0.48351861985288574,1.0000000000000002e-06,16.729995000000002,0.04765105418719213,0.830448662995117,theguardian.com
559,483,125855.0,40.0,2916.0,225.14311270125225,391.5767468296314,330337.0,40.0,17560.0,683.927536231884,1589.6631525960179,1.0000000000000002e-06,4.951890000000001,0.03370847849462366,0.2807999505873891,1.0000000000000002e-06,9.328768,0.03901598547717842,0.4890270155016882,express.co.uk
347,331,58047.0,40.0,1385.0,167.28242074927954,268.5174579246348,369235.0,40.0,30164.0,1115.5135951661632,3587.1875049998057,1.1000000000000001e-05,8.457684,0.056184823699421974,0.5410302138696493,1.0000000000000002e-06,17.152774,0.05890230606060606,0.9441563912462926,theguardian.com
457,389,114383.0,40.0,2904.0,250.2910284463895,422.01419774595183,304500.0,40.0,11720.0,782.7763496143959,1815.9583689583121,0.0,4.8737330000000005,0.04130927412280702,0.30750943857030766,0.0,9.178315000000001,0.04854127577319589,0.5376371111935845,express.co.uk
2442,2223,723937.0,40.0,9182.0,296.45249795249794,579.097951931345,1667311.0,40.0,14520.0,750.0274403958615,1678.85487409293,0.0,0.420289,0.007228860303154445,0.027989606967743504,0.0,0.5400480000000001,0.00793989783978398,0.03477749531187383,timesofindia.com
605,578,139332.0,40.0,4115.0,230.30082644628098,491.9425396667308,841048.0,40.0,33269.0,1455.1003460207612,3730.2118632198285,4.000000000000001e-06,4.186058,0.02989451324503312,0.2155968620636435,0.0,4.638148,0.03128980935875217,0.2802923926133352,cnbc.com
249,248,38839.0,40.0,1618.0,155.97991967871485,305.9014105594343,454373.0,40.0,20480.0,1832.149193548387,3937.9436070295747,1e-05,8.967048,0.07587617741935485,0.7080212825978403,0.0,8.967143,0.07617541295546562,0.7094891916632352,abc.net.au
809,817,111766.0,40.0,1385.0,138.15327564894932,210.6136924978963,2392181.0,40.0,61418.0,2928.0061199510405,7336.700611244208,5e-06,4.790917,0.023996763613861393,0.213998658246879,0.0,4.791493,0.023757609068627453,0.25222457470836884,foxnews.com
675,1050,968984.0,40.0,32160.0,1435.5318518518518,4158.092419944152,1333078.0,40.0,64280.0,1269.5980952380953,4612.276556511198,4.000000000000001e-06,5.809242,0.026614250741839762,0.24926887772273335,0.0,7.4048560000000005,0.01709631744518589,0.291337673398651,news.google.com
294,273,49532.0,40.0,1385.0,168.47619047619048,286.9233842708027,328398.0,40.0,21940.0,1202.923076923077,3300.974619550115,0.0,8.540768,0.0638040580204778,0.5889007894938905,0.0,16.355289000000003,0.06871368750000001,0.9916661429159451,cnn.com
675,1087,990553.0,40.0,32149.0,1467.4859259259258,4342.825383947004,1867701.0,40.0,49516.0,1718.216191352346,5195.023350083654,4.000000000000001e-06,5.497962,0.026957655786350156,0.23556163791413007,0.0,8.020436,0.016725160220994476,0.3002841932501373,news.google.com
220,194,29370.0,40.0,1021.0,133.5,179.84180008930272,392576.0,40.0,21940.0,2023.5876288659795,4331.630842596134,8.000000000000001e-06,7.150568000000001,0.08385601369863013,0.6556103857017623,1.0000000000000002e-06,4.34245,0.03197378238341969,0.3141150077212039,msn.com
677,635,106365.0,40.0,1385.0,157.1122599704579,274.71058323046077,1125095.0,40.0,38000.0,1771.8031496062993,4691.096234100574,0.0,3.980888,0.02543357396449705,0.2254184236857359,0.0,4.913134,0.027107339116719243,0.30768400164748666,bbc.co.uk
2037,1859,563225.0,40.0,7340.0,276.4972999509082,513.1934090246873,3990002.0,40.0,64280.0,2146.31629908553,7645.268246844508,0.0,1.8729740000000001,0.00891664047151277,0.059866623105585756,0.0,1.8733790000000001,0.009769597954790097,0.07448937439031969,ndtv.com
1829,1673,578318.0,40.0,4785.0,316.19354838709677,510.1340909467824,1768738.0,40.0,16768.0,1057.225343693963,2422.6929992155883,5e-06,1.6387990000000001,0.01064493490153173,0.06835890738256559,0.0,2.816587,0.011631589114832534,0.11126115295008676,news.yahoo.com
487,481,82256.0,40.0,2960.0,168.9034907597536,392.96353840865925,764438.0,40.0,42026.0,1589.2681912681912,4465.36461100027,6e-06,4.793294,0.033884946502057624,0.32173924349005334,0.0,4.794959,0.034300987500000005,0.3238797141852997,msn.com
602,584,122530.0,40.0,4165.0,203.53820598006644,454.89583679294265,759510.0,40.0,29104.0,1300.5308219178082,3489.5384891089693,0.0,4.018542,0.029243539101497504,0.24512373162425996,0.0,4.390105,0.030141360205831913,0.27966202043835064,cnbc.com
2172,1954,666698.0,40.0,7340.0,306.951197053407,581.4556491778163,1492431.0,40.0,22802.0,763.7824974411463,2078.6961391199834,0.0,0.5960690000000001,0.008073374942422848,0.03131713657419558,0.0,0.661316,0.008973198156682028,0.038373928273777516,timesofindia.com
1173,1055,431169.0,40.0,16071.0,367.5780051150895,1007.466550276171,1028803.0,40.0,16100.0,975.168720379147,1962.303807127855,4.000000000000001e-06,4.8845860000000005,0.016413267064846415,0.1589986072499126,0.0,7.970855,0.018248194497153702,0.2912173138145546,indiatimes.com
471,411,96538.0,40.0,1385.0,204.96390658174099,356.8136183905562,331727.0,40.0,13180.0,807.1216545012165,1981.5006372464247,0.0,4.748586,0.03881872978723404,0.3359092383821925,0.0,8.9891,0.044479019512195114,0.5103049464191131,express.co.uk
766,726,114365.0,40.0,1385.0,149.30156657963445,260.17680096858845,1123374.0,40.0,22865.0,1547.3471074380166,3710.548125793951,0.0,5.493340000000001,0.02443152810457516,0.25200266864155274,0.0,5.492986,0.025775386206896553,0.3229231314024303,bbc.co.uk
437,422,76394.0,40.0,1574.0,174.8146453089245,295.2099003922635,460366.0,40.0,14640.0,1090.914691943128,2279.5735145816657,5e-06,3.558961,0.03977538990825688,0.2673298277021805,0.0,5.228612,0.04118276722090262,0.33332041248686994,theguardian.com
330,316,53737.0,40.0,1385.0,162.83939393939394,278.4338226225016,409032.0,40.0,33620.0,1294.4050632911392,3918.215675919576,5e-06,8.234288000000001,0.058772617021276605,0.5431444840397593,1.0000000000000002e-06,13.128248000000001,0.06137839682539683,0.7673461717086588,theguardian.com
1466,1371,389190.0,40.0,7340.0,265.4774897680764,477.46089792700053,1246294.0,40.0,34792.0,909.0401167031364,2690.353944748629,8.000000000000001e-06,2.5371360000000003,0.012915075085324232,0.09302004985567072,0.0,2.537462,0.01380906204379562,0.10414008199532251,news.yahoo.com
2392,2187,598232.0,40.0,7340.0,250.09698996655518,479.69757633543037,2420581.0,40.0,54060.0,1106.8042981252859,2422.38840274637,0.0,3.588127,0.007734089502300294,0.08214072654592486,0.0,3.5883520000000004,0.008458293229643183,0.09597111293889428,ndtv.com
697,641,108381.0,40.0,1851.0,155.49641319942612,275.46966226622925,546279.0,40.0,20282.0,852.2293291731669,2173.825945801194,5e-06,7.587349000000001,0.027784541666666666,0.3277089957196008,1.0000000000000002e-06,12.024464,0.030212448437499994,0.48961030023262536,ndtv.com
254,249,30464.0,40.0,1071.0,119.93700787401575,176.77800321157122,396666.0,40.0,26320.0,1593.0361445783133,3784.4723886937104,4.000000000000001e-06,16.162389,0.07289381818181818,1.0163530915923011,0.0,16.162369,0.07433353225806454,1.0265694735631936,msn.com
2736,2583,738084.0,40.0,7340.0,269.7675438596491,485.97327066597984,2699527.0,40.0,45300.0,1045.113046844754,3038.2693455625777,0.0,0.43948800000000005,0.006729662522851921,0.02304962380876306,0.0,0.652606,0.007127637877614254,0.030222215108782566,finance.yahoo.com
885,810,208199.0,40.0,7340.0,235.25310734463278,467.0830675295344,1127929.0,40.0,64280.0,1392.504938271605,4429.999110804745,0.0,6.01034,0.02195481900452489,0.2340168955738728,0.0,6.010256,0.023987194066749075,0.2768107064827844,dailymail.co.uk
377,341,68769.0,40.0,1385.0,182.41114058355438,333.4369029963729,819229.0,40.0,34892.0,2402.4310850439883,5317.574611780676,4.000000000000001e-06,7.024260000000001,0.04858363031914893,0.4223499800034583,1.0000000000000002e-06,9.866204,0.05371502941176471,0.6011740660282046,dailymail.co.uk
222,200,40410.0,40.0,1385.0,182.02702702702703,315.2118431365879,212806.0,40.0,16100.0,1064.03,2877.7373386134896,5e-06,9.021519000000001,0.08559442081447964,0.7050099140824253,1.0000000000000002e-06,16.320076,0.09503590452261308,1.1576470584615777,nypost.com
531,494,116815.0,40.0,1923.0,219.9905838041431,374.55071690467963,611447.0,40.0,35080.0,1237.746963562753,3875.177773680541,5e-06,6.590658,0.03347724905660378,0.3316121682299497,1.0000000000000002e-06,11.141810000000001,0.03597914401622719,0.5290507889454263,nytimes.com
254,250,38868.0,40.0,1618.0,153.0236220472441,302.6420671084356,458456.0,40.0,21940.0,1833.824,3961.8927063070696,4.000000000000001e-06,8.609927,0.07221434387351779,0.6780359233045815,0.0,8.608664000000001,0.07335617269076306,0.6833995356988012,abc.net.au
614,1009,972279.0,40.0,19020.0,1583.5162866449512,3617.5474665378447,1293207.0,40.0,36540.0,1281.6719524281466,3941.5622786962936,5e-06,7.354391000000001,0.031671309951060364,0.3311717284176088,0.0,7.826326000000001,0.01925500396825397,0.3385635101392783,news.google.com
647,604,103507.0,40.0,1385.0,159.97990726429674,281.50185108683826,554461.0,40.0,14640.0,917.9817880794702,1604.451208233345,6e-06,4.893625,0.028020671826625387,0.22791950722099488,1.0000000000000002e-06,4.895072,0.030011641791044777,0.26839366747151777,cnn.com
839,847,112918.0,40.0,1385.0,134.58641239570917,204.3226585303346,2722856.0,40.0,64280.0,3214.7060212514757,9464.389139539473,4.000000000000001e-06,4.390199,0.021885656324582344,0.21245743728009633,1.0000000000000002e-06,4.663200000000001,0.021673173758865252,0.26746017109695713,foxnews.com
1283,1167,258983.0,40.0,1520.0,201.85736554949338,360.9843546312362,1371344.0,40.0,14640.0,1175.101970865467,2476.744397113371,4.000000000000001e-06,5.30771,0.014653656786271453,0.1765351593994115,1.0000000000000002e-06,5.307665,0.016108265008576327,0.22292197585636866,bbc.co.uk
783,714,133006.0,40.0,2148.0,169.86717752234995,310.00243004258004,814440.0,40.0,30403.0,1140.672268907563,2953.734190959439,0.0,3.277238,0.022717171355498722,0.16883166543995223,1.0000000000000002e-06,6.840118,0.024912207573632543,0.29085495821322227,ndtv.com
404,338,86145.0,40.0,2302.0,213.23019801980197,364.58973710996867,922271.0,40.0,34792.0,2728.612426035503,6224.833032744129,6e-06,7.758853,0.04792055086848635,0.45756069919039843,1.0000000000000002e-06,0.9966560000000001,0.01426958160237389,0.06516552014412821,news.yahoo.com
373,343,65985.0,40.0,1469.0,176.9034852546917,302.5616196258475,537316.0,40.0,26418.0,1566.5189504373177,3772.097612280156,8.000000000000001e-06,7.316012000000001,0.0521200752688172,0.4659545579065363,1.0000000000000002e-06,13.903880000000001,0.05663326900584796,0.7556193566785461,news.yahoo.com
588,536,142320.0,40.0,6229.0,242.0408163265306,467.4474143833106,979678.0,40.0,32160.0,1827.7574626865671,4151.503336867137,0.0,4.576329,0.030427698466780246,0.260054097469708,0.0,8.31525,0.03337972523364486,0.39458009290843643,news18.com
223,207,42071.0,40.0,1385.0,188.65919282511211,322.503579829665,461360.0,40.0,31431.0,2228.792270531401,5118.192678240089,5e-06,5.660251000000001,0.08698455405405409,0.558112731573642,1.0000000000000002e-06,14.516874000000001,0.09371986407766994,1.028935876552812,msn.com
422,423,77855.0,40.0,2960.0,184.49052132701422,443.51604089623316,643095.0,40.0,14520.0,1520.3191489361702,2918.2728945391855,4.000000000000001e-06,4.854946,0.04237012114014252,0.3872668499366358,1.0000000000000002e-06,4.855975,0.04226001421800948,0.3843223401887985,msn.com
910,926,119295.0,40.0,1385.0,131.0934065934066,201.38570303430723,3130840.0,40.0,64280.0,3381.036717062635,8373.639746880819,0.0,4.661486,0.021433992299229928,0.20591715201276825,0.0,4.661609,0.021060301621621626,0.2549595792169743,foxnews.com
577,569,118139.0,40.0,1788.0,204.74696707105718,360.03450610379474,2515334.0,40.0,64280.0,4420.622144112478,12316.71157710218,8.000000000000001e-06,6.653687000000001,0.03140055555555556,0.3185077047376166,0.0,14.131773,0.03183448239436619,0.5937265422871548,nytimes.com
851,1167,1024118.0,40.0,19020.0,1203.4289071680375,3269.4320964762787,1654185.0,40.0,28545.0,1417.4678663239074,3458.099117502393,0.0,5.931361000000001,0.022695341176470585,0.21848494277577815,0.0,8.069982000000001,0.016543167238421957,0.31189934893717536,news.google.com
234,223,27285.0,40.0,1260.0,116.6025641025641,161.2717701771085,174045.0,40.0,11720.0,780.4708520179372,1920.1988865183228,5e-06,7.271056000000001,0.0853946094420601,0.6698436958009807,1.0000000000000002e-06,7.2739270000000005,0.0896333918918919,0.6862649566337249,nypost.com
956,932,250003.0,40.0,8800.0,261.50941422594144,585.2316558515577,1159896.0,40.0,21940.0,1244.5236051502145,3089.559128668501,0.0,0.6069330000000001,0.020305905759162305,0.06689738386635921,0.0,0.606267,0.020823186895810957,0.06967392758679056,timesofindia.com
232,226,27440.0,40.0,1016.0,118.27586206896552,165.8736851186409,446293.0,40.0,20480.0,1974.7477876106195,4332.258088456305,4.000000000000001e-06,17.077301000000002,0.08380619480519483,1.124131799793118,0.0,17.077818,0.0860252888888889,1.13908521048057,msn.com
649,1035,933456.0,40.0,32160.0,1438.2989214175655,4246.761817573415,1362232.0,40.0,51140.0,1316.1661835748791,4653.628342478498,4.000000000000001e-06,5.633173,0.028253220679012345,0.24293219687910064,0.0,6.171951,0.017701076402321086,0.2704084691576807,news.google.com
858,832,221349.0,40.0,4420.0,257.9825174825175,542.766416080122,749596.0,40.0,20480.0,900.9567307692307,2387.7050878559467,0.0,0.7197290000000001,0.022704364060676784,0.07641027883352064,0.0,0.7178420000000001,0.02341010108303249,0.07963742214681344,timesofindia.com
872,838,219494.0,40.0,4420.0,251.71330275229357,537.3610522625685,750754.0,40.0,19020.0,895.8878281622912,2494.676342117064,0.0,0.61506,0.022294430539609646,0.07200613009219876,0.0,0.655772,0.0231929880525687,0.07717493643957221,timesofindia.com
614,598,124084.0,40.0,4165.0,202.0912052117264,453.5907327565134,844170.0,40.0,25808.0,1411.6555183946489,3550.3882994840933,6e-06,3.5651240000000004,0.0314766101141925,0.2393857655645271,0.0,4.291564,0.03231762981574539,0.2874380059944213,cnbc.com
514,442,131259.0,40.0,2885.0,255.36770428015564,433.1563955092293,923765.0,40.0,45300.0,2089.9660633484164,5385.8257384979515,8.000000000000001e-06,4.794563,0.036195828460038985,0.2907272188936404,1.0000000000000002e-06,8.88364,0.04208786848072561,0.4903940497783537,express.co.uk
654,602,102437.0,40.0,1385.0,156.631498470948,275.8627069114633,613039.0,40.0,20480.0,1018.3372093023256,2556.0397302089887,5e-06,6.639052,0.029715796324655427,0.3147362035851844,0.0,9.565905,0.03228219633943428,0.47482550400932355,bbc.co.uk
318,305,53480.0,40.0,1385.0,168.1761006289308,276.13452887859864,553064.0,40.0,42380.0,1813.3245901639343,5077.778612839003,5e-06,8.467434,0.060923145110410123,0.5653017996699241,0.0,16.79983,0.06351905921052632,0.963783423569601,theguardian.com
457,382,122732.0,40.0,1385.0,268.5601750547046,437.11349492504036,342034.0,40.0,16100.0,895.3769633507853,2143.0131654004063,4.000000000000001e-06,5.112872,0.03923261184210526,0.31391356219067723,0.0,8.862653,0.04694581102362203,0.5277483697571329,express.co.uk
1010,978,247005.0,40.0,5880.0,244.55940594059405,541.6872723503903,1010663.0,40.0,21940.0,1033.3977505112475,2732.7784096986156,1.0000000000000002e-06,0.486476,0.018405453914767098,0.06152383412201745,0.0,0.48524500000000004,0.01900412180143296,0.06429088188256733,timesofindia.com
1535,1414,397814.0,40.0,7340.0,259.16221498371334,494.4141098313293,705132.0,40.0,23400.0,498.6789250353607,1631.301499821713,0.0,2.1997820000000003,0.01259881029986962,0.10542869426929885,0.0,2.199949,0.01367596744515216,0.1251637583841843,nypost.com
1014,1028,160876.0,40.0,3134.0,158.65483234714003,336.48357117928526,1789670.0,40.0,57482.0,1740.9241245136186,5549.511280892173,6e-06,0.9782080000000001,0.01814119052319842,0.0753733242603611,0.0,0.9782050000000001,0.01788135929892892,0.07525270831662316,finance.yahoo.com
770,701,128399.0,40.0,1775.0,166.75194805194806,300.89918910708764,636023.0,40.0,46089.0,907.3081312410842,3158.804729514823,2.0000000000000003e-06,4.974109,0.02287656827048114,0.2167907687490414,0.0,5.627872,0.02512736571428572,0.28378536377121644,ndtv.com
911,908,121293.0,40.0,1385.0,133.14270032930844,203.29556096664817,2724943.0,40.0,64602.0,3001.0385462555064,7820.767014584806,4.000000000000001e-06,2.735714,0.018063131868131865,0.15912882642813728,0.0,4.649204,0.01811304961411246,0.2168416794886588,foxnews.com
859,866,109704.0,40.0,1385.0,127.71129220023283,202.71930597962233,3474833.0,40.0,51140.0,4012.509237875289,7870.677604370393,2.0000000000000003e-06,2.405033,0.02065605011655012,0.1457642140276315,0.0,4.5700080000000005,0.020462897109826596,0.1981754294617391,foxnews.com
72,69,8881.0,40.0,983.0,123.34722222222223,178.1052987896879,37820.0,40.0,7340.0,548.1159420289855,1241.2952975708583,1.3000000000000001e-05,17.446325,0.28503176056338037,2.0696562838573707,1.0000000000000002e-06,17.447146,0.29755439705882347,2.1148637686312983,news18.com
526,446,163551.0,40.0,6287.0,310.9334600760456,541.5909063580364,605906.0,40.0,36540.0,1358.5336322869955,3753.140351308373,6e-06,4.539847,0.03504405142857143,0.25980037565826347,0.0,8.055660000000001,0.0413377191011236,0.4429807545026669,news18.com
624,1002,953026.0,40.0,23235.0,1527.2852564102564,4276.351783917499,1187189.0,40.0,46760.0,1184.819361277445,4255.91328840074,4.000000000000001e-06,6.5280260000000006,0.03100360674157303,0.2803518473803815,0.0,7.342564,0.01929145754245754,0.327569214376236,news.google.com
703,669,107642.0,40.0,1814.0,153.1180654338549,269.86056650969937,984647.0,40.0,39460.0,1471.8191330343798,4050.7236802828993,8.000000000000001e-06,6.7803130000000005,0.027145643874643872,0.3074601296039372,1.0000000000000002e-06,11.197211000000001,0.028523982035928153,0.46208188834098807,ndtv.com
284,265,46270.0,40.0,1385.0,162.92253521126761,289.73030163973124,344814.0,40.0,19020.0,1301.1849056603774,3188.259651570415,8.000000000000001e-06,9.118086,0.06852772084805656,0.6298781016812578,1.0000000000000002e-06,17.211508000000002,0.07344448484848487,1.059123736430054,cnn.com
707,656,111112.0,40.0,1789.0,157.15983026874116,276.50847908759795,444179.0,40.0,14520.0,677.1021341463414,1597.393607135566,7.000000000000001e-06,5.708846,0.025855973087818698,0.2501873262720689,1.0000000000000002e-06,9.390593,0.027865183206106866,0.38392226944156976,ndtv.com
308,299,37985.0,40.0,1028.0,123.32792207792208,158.6990871434467,637393.0,40.0,42380.0,2131.7491638795987,5214.525075116405,5e-06,5.804001,0.056558716612377866,0.505037111658468,0.0,5.806398000000001,0.05825309731543625,0.5126397001523423,msn.com
312,308,47199.0,40.0,1470.0,151.27884615384616,233.74199603116298,641280.0,40.0,33620.0,2082.0779220779223,4962.492973806715,7.000000000000001e-06,14.244451000000002,0.0622222604501608,0.8098888057880219,1.0000000000000002e-06,14.247079000000001,0.06301965798045604,0.8153331090935214,news.yahoo.com
852,785,202069.0,40.0,7340.0,237.17018779342723,475.3764941497359,1213867.0,40.0,15953.0,1546.3273885350318,2899.4705970996392,0.0,3.775424,0.020815039952996477,0.17325291341323104,1.0000000000000002e-06,3.776167,0.022588338010204084,0.230516789465836,dailymail.co.uk
902,894,171791.0,40.0,3134.0,190.45565410199558,377.2730293206636,1160836.0,40.0,56566.0,1298.4742729306488,4469.82808953021,0.0,1.083707,0.01997872807991121,0.08294610807542703,1.0000000000000002e-06,1.083701,0.020154855543113102,0.0845387483054618,finance.yahoo.com
454,425,81071.0,40.0,1573.0,178.5704845814978,290.43284757464426,498552.0,40.0,39871.0,1173.0635294117646,3715.684312937164,0.0,3.578377,0.041488841059602655,0.2759343187457527,1.0000000000000002e-06,3.578736,0.044321528301886785,0.29262269731910967,theguardian.com
539,568,174035.0,40.0,16071.0,322.88497217068647,1361.7817426537358,756400.0,40.0,19020.0,1331.6901408450703,3119.9381917024766,1.0000000000000002e-06,6.986593,0.03403460594795539,0.360402616463758,0.0,8.044413,0.03228841798941799,0.45328680779131775,indiatimes.com
571,548,115376.0,40.0,4139.0,202.05954465849388,453.8958648162992,854639.0,40.0,38000.0,1559.5602189781023,4075.6626493248878,0.0,4.386135,0.031350747368421056,0.25170561015613685,0.0,6.5741890000000005,0.03266263436928702,0.3515592442171278,cnbc.com
649,616,134790.0,40.0,2960.0,207.68875192604006,456.90521805269356,679577.0,40.0,16329.0,1103.2094155844156,2067.6869705316435,7.000000000000001e-06,2.315674,0.029531083333333333,0.1687442206850141,0.0,4.300741,0.031076021138211382,0.25177814200435933,cnbc.com
1200,1068,454963.0,40.0,16071.0,379.1358333333333,953.8484906779549,852166.0,40.0,22120.0,797.9082397003746,2401.650433570202,0.0,4.641488000000001,0.015553479566305256,0.15175644770796154,0.0,8.038247,0.017475805060918462,0.2866149130321146,indiatimes.com
999,977,232930.0,40.0,5880.0,233.16316316316318,527.0795443731407,1007627.0,40.0,20480.0,1031.3480040941658,2782.5892786994277,0.0,0.450153,0.019470820641282565,0.05626501195668899,0.0,0.581662,0.019903511270491805,0.06120947255615711,timesofindia.com
402,357,78983.0,40.0,2905.0,196.47512437810946,353.11594194678753,325777.0,40.0,16100.0,912.5406162464986,2203.3321309745866,4.000000000000001e-06,5.345239,0.045989685785536166,0.37529524774561296,0.0,9.07977,0.05178528651685393,0.5638848449679125,express.co.uk
1427,1191,400257.0,40.0,2904.0,280.4884372810091,454.23358116139883,929698.0,40.0,17560.0,780.6028547439126,2197.7180038612883,0.0,4.103364,0.013135656381486678,0.1384593878885832,1.0000000000000002e-06,4.103210000000001,0.015738883193277313,0.1846584866640952,express.co.uk
648,607,103157.0,40.0,1385.0,159.1929012345679,278.94583212551186,612217.0,40.0,20480.0,1008.5947281713344,2467.365248828652,5e-06,6.508882000000001,0.03007690262751159,0.3096207663977031,0.0,6.508992,0.032106552805280526,0.38472922998403536,bbc.co.uk
564,550,118351.0,40.0,4165.0,209.8421985815603,479.24021601484674,832381.0,40.0,40920.0,1513.42,4213.363971057418,5e-06,3.663028,0.03169179040852576,0.23081498355593713,0.0,4.327317,0.03249367395264116,0.2794328091765017,cnbc.com
574,573,191996.0,40.0,17752.0,334.4878048780488,1341.896790827528,619817.0,40.0,17980.0,1081.7050610820245,2528.1967512851143,5e-06,5.132602,0.02922216404886562,0.26652747382187103,0.0,13.347598000000001,0.029265421328671333,0.5595049433358283,indiatimes.com
935,900,229676.0,40.0,3406.0,245.6427807486631,525.476790418464,1108827.0,40.0,22565.0,1232.03,3092.6830261999125,4.000000000000001e-06,0.756133,0.02091495074946467,0.06996570935497809,0.0,0.757688,0.021720203559510567,0.0746631137080189,timesofindia.com
389,366,60460.0,40.0,1385.0,155.4241645244216,254.46967804325283,732282.0,40.0,36263.0,2000.7704918032787,4995.836660282516,2.0000000000000003e-06,5.9716000000000005,0.04353183762886599,0.4116913847844568,0.0,14.895330000000001,0.04626812328767123,0.7795922750111702,theguardian.com
343,329,57116.0,40.0,1385.0,166.51895043731778,267.2405536753727,442904.0,40.0,27124.0,1346.212765957447,3867.2381275375888,9e-06,6.130698000000001,0.04911904093567251,0.4440422950926167,0.0,14.556254000000001,0.051200524390243904,0.8037817289687349,theguardian.com
504,480,104057.0,40.0,2960.0,206.4623015873016,446.7221312985387,1137224.0,40.0,37554.0,2369.2166666666667,5676.4023724981325,5e-06,4.012887,0.03862270178926441,0.29926845577308564,0.0,4.883529,0.04055336116910229,0.36441703632837,msn.com
