0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,website
-583.0,35324.563883196795,75542.19932024437,115759.83336754408,155977.46881574663,196195.10404937662,236412.73912545337,276630.37606560456,316848.0129987161,357065.6499432534,397283.28667068295,437500.92290516663,477718.5595441905,517936.19567677425,558153.8325815621,598371.4695800705,638589.1064123501,678806.742108759,719024.3787847824,758854.0,timesofindia.com
-583.0,14482.650467506219,30948.337019196155,47414.02151293837,63879.707939288885,80345.39503817222,96811.08174911776,113276.76833760622,129742.45415430474,146208.14071641432,162673.82735623233,179139.5144497554,195605.2018139809,212070.88892474736,228536.5762889729,245002.2629111683,261467.95027539378,277933.6376396192,294399.3246677575,310685.0,foxnews.com
-571.0,1805.0031424174167,3107.0197118260508,4870.958423010415,7246.961505844654,9622.962901100505,11998.96605782676,14374.969200188902,16750.972261563144,19126.975157313318,21502.978228100554,23878.981321779575,26254.98449764259,28630.987673505602,31006.990769456745,33382.993619102905,35758.99676214626,38134.99987127575,40511.00276408849,42717.0,msn.com
-583.0,93209.3837887807,188645.8055946577,284082.22763571824,379518.64959586115,474955.07412231533,570391.4991112554,665827.9238263076,761264.3487033548,856700.7737147256,952137.1986115099,1047573.6218822687,1143010.046192417,1238446.469391736,1333882.8939762933,1429319.3182658644,1524755.7427476165,1620192.1666398216,1715628.5916164925,1810885.0,dailymail.co.uk
-583.0,77090.38764494956,156161.80497033996,235233.20961581924,314304.6256416278,393376.04999904206,472447.4739528685,551518.9000124037,630590.3257380166,709661.7517400279,788733.1777509216,867804.6035822994,946876.029586285,1025947.455572845,1105018.8814693007,1184090.3074133797,1263161.7333371094,1342233.159351814,1421304.585404551,1500196.0,news18.com
-583.0,33755.33626904338,69657.70475914137,105560.07426763968,141462.4441936006,177364.81336343638,213267.18235712225,249169.5530335843,285071.923954446,320974.29546017194,356876.6668919482,392779.038403195,428681.40981381026,464583.7812769957,500486.1528090521,536388.5243481204,572290.8958172272,608193.2673246886,644095.638835553,679804.0,indiatimes.com
-583.0,73014.55659439779,148010.15048289782,223005.74425168458,298001.328074014,372996.90608869784,447992.4840368158,522988.0710148907,597983.6498583872,672979.2249849003,747974.8042183154,822970.3831056545,897965.9602170837,972961.5453546725,1047957.1230538936,1122952.698821418,1197948.2783104188,1272943.8569943714,1347939.436236426,1422755.0,news18.com
-583.0,18343.650563307576,38666.337139888994,58989.02344660301,79311.70943408489,99634.3957134559,119957.08164939382,140279.76874300654,160602.45444604984,180925.14082591332,201247.8278982168,221570.51471922564,241893.20186196163,262215.8887238015,282538.5755555294,302861.2626278329,323183.9494258198,343506.636508866,363829.3238610222,383972.0,bbc.co.uk
-583.0,14583.492669704987,31150.02153217926,47716.55007494642,64283.078464681894,80849.6065771073,97416.13438461676,113982.66353754727,130549.1924895246,147115.72007114752,163682.24953849835,180248.7784706669,196815.30723023383,213381.83673938477,229948.3657610129,246514.89522757244,263081.4245334634,279647.95337733725,296214.48200135404,312601.0,foxnews.com
-583.0,14386.96496434382,30756.96627710306,47126.96853540224,63496.97077110167,79866.9728135728,96236.97492830316,112606.97669937044,128976.97981700601,145346.98286487893,161716.9844194696,178086.9866763789,194456.98929940394,210826.991493055,227196.99468715748,243566.99806809737,259937.0005704048,276307.00407774455,292677.00758929655,308867.0,foxnews.com
-571.0,22079.763970856875,48372.610934805765,74665.45887950838,100958.30598029219,127251.15239976277,153544.00049340184,179836.84817183262,206129.6957527035,232422.54227361394,258715.39104575975,285008.23917635495,311301.08635604713,337593.9343978128,363886.7826934716,390179.62671321456,416472.4753898931,442765.32406125177,469058.1712132436,495039.0,nypost.com
-583.0,14875.654752724417,31704.341254490893,48533.02682409457,65361.71289477223,82190.39816943902,99019.08413174856,115847.77050380097,132676.4568809609,149505.14264132213,166333.82877598616,183162.51459390024,199991.20096288135,216819.88701397114,233648.57349467347,250477.25978134794,267305.94592098414,284134.6325265737,300963.3190680801,317612.0,express.co.uk
-583.0,87467.1725362064,177011.37985106974,266555.593031894,356099.8072784748,445644.02142145805,535188.2357827933,624732.4499466809,714276.6641374249,803820.8754870179,893365.0882351287,982909.3000955193,1072453.5143367534,1161997.7284201533,1251541.9425871945,1341086.156848765,1430630.371179157,1520174.584552112,1609718.7966943874,1699069.0,nytimes.com
-571.0,21679.922288789436,47572.92780318528,73465.933041912,99358.93564020515,125251.93968395807,151144.94466377955,177037.94933934824,202930.95461150157,228823.96034295822,254716.96598189746,280609.9708936136,306502.9765475688,332395.98209475557,358288.9872571099,384181.99201214826,410074.9975328719,435968.0029013872,461861.00742111454,487442.0,nypost.com
-583.0,87177.27690593051,176431.59140311423,265685.9111745163,354940.23028880934,444194.55037451896,533448.869235676,622703.1879231397,711957.5057058162,801211.8231539393,890466.1421406049,979720.4607674594,1068974.7797001991,1158229.0993474487,1247483.4183368068,1336737.7369356623,1425992.0545254364,1515246.3724339695,1604500.6914015813,1693561.0,nytimes.com
-583.0,58604.32951446904,119423.6990047461,180243.0691631973,241062.44113099904,301881.8142967636,362701.1870348442,423520.55996156816,484339.9330571543,545159.305935641,605978.6790811808,666798.0518334367,727617.4242526933,788436.7930620454,849256.1653799929,910075.5369280587,970894.9047767139,1031714.266879504,1092533.6390673649,1153173.0,theguardian.com
-583.0,18145.44022939861,38269.915153899456,58394.390796613065,78518.86687206983,98643.34234133284,118767.8171474475,138892.29350787835,159016.76994853726,179141.2461481087,199265.72257812932,219390.1989906686,239514.67519090296,259639.15181929222,279763.62880531367,299888.1054032633,320012.5817556182,340137.05814480566,360261.534652782,380206.0,bbc.co.uk
-571.0,1831.0554489313286,3054.912492485691,5057.121610216194,7459.176998911031,9861.230878683606,12263.286342080664,14665.341789591843,17067.397114370506,19469.452350964515,21871.507729340257,24273.56314131431,26675.61862405796,29077.674099840653,31479.729249476106,33881.78458148408,36283.839782203046,38685.89517089788,41087.950556799966,43320.0,msn.com
-583.0,60233.32997551232,122681.69985161952,185130.07013723056,247578.44037215266,310026.81118042563,372475.1820833174,434923.55313483573,497371.92369739944,559820.2946992354,622268.6663449159,684717.0386521497,747165.4108254149,809613.7823954765,872062.1546451485,934510.5258318502,996958.8969762988,1059407.2687001105,1121855.6400534564,1184124.0,theguardian.com
-571.0,22331.289600513504,48875.663079002305,75420.03688685928,101964.41084406947,128508.78399777155,155053.1574707537,181597.5301698447,208141.90306827126,234686.27613317405,261230.64867889436,287775.02227854397,314319.39611655875,340863.76934115123,367408.143106235,393952.51733589015,420496.89063972066,447041.264518585,473585.63841775013,499818.0,nypost.com
-583.0,35186.24714762293,75265.56614558601,115344.88484847249,155424.20368814727,195503.5237756317,235582.84378036938,275662.16413241497,315741.48375715676,355820.80466687586,395900.1257184519,435979.4461856984,476058.76721784315,516138.08843652904,556217.4096588221,596296.7308673024,636376.0520736761,676455.3732822498,716534.6944963089,756226.0,timesofindia.com
-571.0,21570.974351998324,47355.032183062795,73139.08956286129,98923.14690077015,124707.20406936988,150491.26069674033,176275.3177075404,202059.37510027914,227843.4324251282,253627.48972880104,279411.5475756894,305195.60461409483,330979.6625420657,356763.7208563094,382547.7792314316,408331.8376151965,434115.8960226982,459899.9544302,485372.0,nypost.com
-583.0,101258.59057409003,204594.2180252257,307929.8513681234,411265.4847581228,514601.115981975,617936.7494380553,721272.3854409188,824608.0217324639,927943.6580680581,1031279.2944245682,1134614.9303723893,1237950.5666699926,1341286.203015084,1444621.8393548217,1547957.4735348828,1651293.1073690215,1754628.7416397007,1857964.376078397,1961106.0,nytimes.com
-583.0,14313.706338628239,30606.44551206945,46899.18482141711,63191.923537395414,79484.66328018144,95777.40245099876,112070.14071786863,128362.87953154954,144655.6155582974,160948.35553930045,177241.0951778421,193533.83441626304,209826.57438248058,226119.31304202927,242412.05291722898,258704.79141171134,274997.5314344122,291290.27104984876,307403.0,ndtv.com
-583.0,92741.27653543276,190507.6540055686,288274.03025586216,386040.40708072693,483806.78426521586,581573.1538411647,679339.5257608797,777105.8971597431,874872.2702322511,972638.6402650453,1070405.0128967767,1168171.3886960899,1265937.764887008,1363704.141555933,1461470.5176370074,1559236.893749705,1657003.2688467107,1754769.6442679877,1852176.0,news.google.com
-571.0,1771.4244701507419,3174.1736560626396,4770.222409528521,7112.646884626598,9455.071368605515,11797.495878720763,14139.92038883601,16482.34477922006,18824.769171153188,21167.191918943892,23509.616258365415,25852.040768480656,28194.46513027262,30536.88927648668,32879.313760744044,35221.73823095607,37564.16263434381,39906.586870171435,42079.0,msn.com
-583.0,61026.223876568954,124267.48753993826,187508.74504969845,250750.00988703378,313991.2755834127,377232.54228314274,440473.80925792234,503715.076249381,566956.3429841863,630197.6099936172,693438.8768225899,756680.1433256562,819921.4102779872,883162.6771693106,946403.9439442211,1009645.2107715596,1072886.4777213612,1136127.7444933816,1199189.0,theguardian.com
-583.0,14831.444928734347,31615.920034384206,48400.39530477436,65184.870851741085,81969.3459910569,98753.82189994302,115538.29751961437,132322.77338799764,149107.24906453624,165891.7242040814,182676.20010348217,199460.67601236823,216245.15166654656,233029.62757543265,249814.10348431877,266598.5793932049,283383.0547139522,300167.5305352645,316772.0,express.co.uk
-583.0,14834.550057109667,31622.1308655748,48409.71185314916,65197.292670362986,81984.87287752163,98772.45399234288,115560.03510716413,132347.61622198537,149135.19694923313,165922.77733125992,182710.3578650696,199497.9389798908,216285.520094712,233073.10120953326,249860.68206964672,266648.2631844679,283435.8439371983,300223.4249631181,316831.0,express.co.uk
-571.0,21625.763498367927,47464.61109392827,73303.45876894933,99142.30644402071,124981.1539307933,150819.99971193887,176658.84647439598,202497.69227719927,228336.5396102203,254175.38735107786,280014.2348860505,305853.0824515074,331691.9297422995,357530.77736017987,383369.6245639476,409208.4715502678,435047.31892964843,460886.1652422557,486413.0,nypost.com
-583.0,22413.245566146026,49539.56646590564,76665.88568177677,103792.2037051877,130918.52232501465,158044.84235283657,185171.16127576336,212297.48181751557,239423.80316434935,266550.12552748073,293676.44726117427,320802.76998023357,347929.09167924203,375055.41157830204,402181.72960171325,429308.04858247214,456434.37039115484,483560.6934273657,510327.0,news.yahoo.com
-583.0,37747.34905979187,80387.774418444,123028.1996887867,165668.62471845263,208309.05068509973,250949.47587418082,293589.897783787,336230.32441243913,378870.75034195586,421511.17701491434,464151.60454054875,506792.03244832956,549432.4558198398,592072.8832572341,634713.3108588415,677353.7384791119,719994.1660421102,762634.588731632,804887.0,timesofindia.com
-583.0,42394.984900091884,89283.0389263609,136171.0962587215,183059.15450051785,229947.21464112087,276835.27453183,323723.33477277623,370611.39434439334,417499.451436326,464387.5102588592,511275.5698183322,558163.6289542986,605051.6887704501,651939.748246534,698827.8056907315,745715.8623489169,792603.9186168901,839491.9745399228,886020.0,finance.yahoo.com
-583.0,93021.00977358964,191277.12133226427,289533.23397960555,387789.34651660884,486045.46076487977,584301.5749764525,682557.688342715,780813.7939018202,879069.9053208554,977326.0130833994,1075582.1217686539,1173838.2333317134,1272094.3447196642,1370350.4553742486,1468606.5683447116,1566862.680563711,1665118.7892287415,1763374.9010645773,1861271.0,news.google.com
-571.0,1775.7398799954472,2919.544375375931,4783.16863201358,7129.908263824415,9476.648075816182,11823.387682554978,14170.127559378428,16516.86746575615,18863.60738389089,21210.347302541333,23557.087222574915,25903.82714260849,28250.566939013817,30597.30674221138,32944.04639221536,35290.78619867407,37637.52609280212,39984.26598640824,42161.0,msn.com
-583.0,69180.27455018015,140583.59166470342,211986.90946927253,283390.2275769323,354793.54472756793,426196.86318631587,497600.18357999274,569003.5048108128,640406.8242595348,711810.1449472517,783213.4619753405,854616.7808420052,926020.0974863925,997423.4176344994,1068826.736434844,1140230.055139848,1211633.3724144252,1283036.6916711326,1354260.0,cnbc.com
-583.0,18220.49215980413,38420.020205797395,58619.548257934875,78819.07565636195,99018.60387493233,119218.13116325355,139417.65944348663,159617.1882523337,179816.71741728627,200016.2466937176,220215.77593600712,240415.30536218092,260614.83478372372,280814.3641688222,301013.89356397325,321213.4229399944,341412.9523486338,361612.48177264986,381632.0,bbc.co.uk
-583.0,10442.648588937554,22866.33630823562,35290.023260550355,47713.7106400007,60137.39842854469,72561.08570828573,84984.7732112767,97408.46088524786,109832.14858556967,122255.83630992398,134679.52430418917,147103.20829529047,159526.89222289206,171950.57996090315,184374.26793363527,196797.95573156376,209221.64363729494,221645.33190936927,233889.0,abc.net.au
-583.0,22445.98071197287,49605.03667303141,76764.0937950378,103923.1512338177,131082.209063435,158241.266096309,185400.32429791952,212559.38259947434,239718.4411845071,266877.4995191707,294036.55803252774,321195.6166598455,348354.6758310126,375513.7322211555,402672.7869434764,429831.8434007123,456990.9001657799,484149.9591003261,510949.0,news.yahoo.com
-583.0,41952.77624795421,88398.62085492714,134844.46750140606,181290.3133775496,227736.16141311638,274182.0093770103,320627.8568541258,367073.7047299261,413519.5522865739,459965.3958965964,506411.2437651773,552857.0870338905,599302.9342696639,645748.781937934,692194.6301947099,738640.4783372051,785086.3271748469,831532.1746871433,877618.0,finance.yahoo.com
-583.0,14727.439240052034,31437.91499066608,48148.39004902684,64858.865821511,81569.3410584718,98279.81742182553,114990.29377062393,131700.770323532,148411.24695859698,165121.7226690879,181832.1993041529,198542.67535511727,215253.15122616192,231963.62782947885,248674.1042013505,265384.5810614671,282095.0577659129,298805.5346359132,315336.0,foxnews.com
-583.0,61150.591904052875,124516.22536919107,187881.85892359828,251247.4936007551,314613.128918185,377978.76433674805,441344.39941356354,504710.03308205627,568075.6693999318,631441.305391256,694806.9399474338,758172.5746928807,821538.204043477,884903.838994427,948269.4746531754,1011635.1101489661,1075000.7464726504,1138366.382263317,1201552.0,theguardian.com
-583.0,90629.95735666752,186495.01762401895,282360.07888768404,378225.1392870961,474090.1987914948,569955.2591473433,665820.3169498034,761685.3745013892,857550.430414654,953415.4869139047,1049280.541829509,1145145.6013769722,1241010.6630941562,1336875.7227345295,1432740.7835558266,1528605.8425864656,1624470.9011218331,1720335.9599102808,1815841.0,news.google.com
-583.0,14714.600088779875,31412.2354243064,48109.86846359729,64807.50463550619,81505.14126260525,98202.77808452077,114900.41430283227,131598.050655547,148295.68383034156,164993.31661729276,181690.95021066847,198388.58357855253,215086.2167319138,231783.84963607872,248481.48285134893,265179.11610193737,281876.7496159177,298574.3832774995,315092.0,foxnews.com
-583.0,15786.123961636338,33555.28309132895,51324.44346309023,69093.60328602922,86862.76294669707,104631.92315378775,122401.08366667903,140170.24408554606,157939.4041061471,175708.5646123836,193477.72555467463,211246.88629490655,229016.04701074905,246785.20757516046,264554.36837369855,282323.52902671555,300092.6898177265,317861.8506653878,335451.0,foxnews.com
-583.0,14415.179165899564,30809.392351909264,47203.605246392945,63597.81718661804,79992.03017338274,96386.24323798642,112780.45589748053,129174.66862118524,145568.88096204578,161963.09410425965,178357.30750876956,194751.52009503942,211145.73250172802,227539.94577956232,243934.15877387425,260328.37196096889,276722.5850311554,293116.79777589376,309331.0,ndtv.com
-583.0,35399.40274074205,75691.88196911087,115984.35993717337,156276.83831726803,196569.31739378444,236861.79379499392,277154.2733450224,317446.75372662744,357739.23469143454,398031.7156702806,438324.1966975562,478616.6774759207,518909.15844638343,559201.639482987,599494.1204832207,639786.5970494117,680079.0687360627,720371.5447367241,760276.0,timesofindia.com
-583.0,18138.650603878414,38256.336617758054,58374.02269356619,78491.70895412499,98609.39584791598,118727.08224862305,138844.76892184519,158962.45517754718,179080.1420071517,199197.8291182022,219315.5150195365,239433.20215624786,259550.88932784955,279668.5764932445,299786.26348606584,319903.9506709862,340021.6371434743,360139.32435799245,380077.0,bbc.co.uk
-583.0,61285.538533709936,124786.1163280236,188286.69754813286,251787.27922420634,315287.8617839799,378788.44418698153,442289.0267783541,505789.60937714856,569290.1919983991,632790.774627306,696291.3570599046,759791.9391123902,823292.5210168742,886793.1017705752,950293.6830665803,1013794.2649927222,1077294.84708968,1140795.4286002498,1204116.0,theguardian.com
-583.0,33602.70718077287,69352.44620772795,105102.18670667084,140851.9262235884,176601.66595696742,212351.40526085263,248101.14604275444,283850.8871016538,319600.6271855601,355350.3672829921,391100.10582781216,426849.84470207244,462599.5774390929,498349.3146122079,534099.0525935953,569848.790684147,605598.5299231195,641348.2696320076,676904.0,indiatimes.com
-583.0,100096.27665250076,202269.5929740167,304442.9098250179,406616.22721879993,508789.5450897816,610962.8621286404,713136.1803664883,815309.4982327055,917482.8174440375,1019656.1370998259,1121829.4569704875,1224002.7769420021,1326176.096264682,1428349.4139626266,1530522.7313570033,1632696.0512190254,1734869.3711057513,1837042.6905063216,1939022.0,nytimes.com
-583.0,10472.228287724467,22925.495392508332,35378.7623624204,47832.029693286444,60285.29696487867,72738.56239502982,85191.82885635986,97645.09601580002,110098.362665681,122551.62879236459,135004.89533390195,147458.1626283579,159911.42587424186,172364.6877116214,184817.95475914795,197271.2177326847,209724.48109161298,222177.74434856008,234451.0,abc.net.au
-583.0,40915.829031070774,86324.7241228965,131733.62219684836,177142.51946389102,222551.4188666449,267960.3199033721,313369.22063028766,358778.12035048107,404187.0204669754,449595.91960658896,495004.81921709306,540413.7196819142,585822.6191187516,631231.5199982482,676640.4212596059,722049.3221711798,767458.2213596267,812867.121905938,857916.0,finance.yahoo.com
-583.0,14868.491065725664,31690.019216397028,48511.54737397795,65333.07591720662,82154.60435534992,98976.13295351695,115797.66183867227,132619.19046743476,149440.71930914326,166262.248218958,183083.77697310538,199905.30566861635,216726.8339446316,233548.36276836912,250369.8916535244,267191.4205274208,284012.9492012825,300834.47771024436,317476.0,express.co.uk
-583.0,10457.91265335095,22896.863609353768,35335.81401957332,47774.764491454596,60213.714379531186,72652.66545630828,85091.61574336067,97530.56696584784,109969.51805905443,122408.4686217602,134847.41992768878,147286.37084870625,159725.3220759161,172164.26911189663,184603.2203995398,197042.1666764439,209481.11313778526,221920.0601570117,234179.0,abc.net.au
-583.0,86842.17089921913,175911.38280128723,264980.5935972986,354049.803579642,443119.0160427567,532188.2278523885,621257.4419680013,710326.6565010494,799395.8707273906,888465.0850596393,977534.299272764,1066603.513457431,1155672.727810825,1244741.941962497,1333811.155917028,1422880.3695595062,1511949.5839997025,1601018.7985882508,1689908.0,dailymail.co.uk
-571.0,21597.609972099217,47408.29816231076,73218.98732836587,99029.67674942457,124840.36664710513,150651.0564767287,176461.7451600513,202272.43396041714,228083.12284518522,253893.8117432816,279704.5011329789,305515.19006723806,331325.87890314526,357136.567743613,382947.2559944922,408757.945229809,434568.63478041237,460379.3236916532,485878.0,nypost.com
-583.0,18148.59767805448,38276.23183954583,58403.865369407664,78531.49877881353,98659.13215307813,118786.76606603255,138914.4006109635,159042.03478270685,179169.6685066828,199297.30250405293,219424.9366472374,239552.5711820329,259680.20567784057,279807.8399372235,299935.4741553106,320063.10812988185,340190.74233717116,360318.3768663058,380266.0,bbc.co.uk
-583.0,35419.6683279175,75732.40872934117,116045.14848463268,156357.89003993978,196670.63086918523,236983.37269718872,277296.1140012605,317608.855763815,357921.59738344885,398234.3388757485,438547.08089570125,478859.82227559836,519172.560576384,559485.3000450261,599798.0430820019,640110.7862132431,680423.529202686,720736.2723835072,760661.0,timesofindia.com
-583.0,55984.192832968765,116701.45659125788,177418.72338842228,238135.99136483914,298853.25997612,359570.5273838992,420287.7954493588,481005.06425769144,541722.3331122659,602439.6018538519,663156.87060183,723874.139276771,784591.4079413541,845308.6767458763,906025.9455849796,966743.2144265998,1027460.4832669186,1088177.7520312662,1148507.0,cnn.com
-583.0,14384.227504764425,30747.49362409537,47110.760169067325,63474.02677104738,79837.2938195756,96200.56048873118,112563.82736440228,128927.0946766946,145290.36078908687,161653.62776954603,178016.89113864506,194380.1546227588,210743.42154064213,227106.6846279469,243469.94811756402,259833.21164186523,276196.47760055994,292559.74453405105,308743.0,ndtv.com
-583.0,33424.39010758201,68995.8119215834,104567.23368779036,140138.65602863248,175710.07905109797,211281.50168453422,246852.92501845935,282424.34862521384,317995.77187465376,353567.1954814082,389138.61887960864,424710.04296709877,460281.46694481326,495852.8909347756,531424.3149598929,566995.739030532,602567.1623014694,638138.5862918012,673516.0,indiatimes.com
-583.0,60473.32796514112,123161.69688293882,185850.06676471824,248538.43644102532,311226.80742635956,373915.1772582222,436603.5481916828,499291.9202244078,561980.2921603358,624668.6638267699,687357.0354783981,750045.4074620797,812733.779403651,875422.150878505,938110.522974853,1000798.8949957835,1063487.2669890039,1126175.6391104243,1188684.0,theguardian.com
-583.0,18386.597355831054,38752.230774786236,59117.86428189984,79483.49752217194,99849.13076924073,120214.76486336369,140580.3989641808,160946.0331902247,181311.6677732836,201677.30136301773,222042.93594607667,242408.57048001233,262774.20462923247,283139.83921229135,303505.4735880507,323871.1081378964,344236.7429160888,364602.3766560629,384788.0,bbc.co.uk
-583.0,100251.43147662589,202579.9066844526,304908.38611293724,407236.86568218446,509565.34498259367,611893.8237016815,714222.2976418233,816550.7740632945,918879.2506837102,1021207.7226656016,1123536.1991925957,1225864.6760621052,1328193.1536309745,1430521.6295206593,1532850.1042314272,1635178.5810539988,1737507.0580371418,1839835.5321460213,1941970.0,nytimes.com
-583.0,60825.38065996061,123865.801899375,186906.22535599637,249946.64954894953,312987.07370491716,376027.4977793425,439067.9219378344,502108.34620256076,565148.7703090602,628189.1943035239,691229.618202065,754270.0420067892,817310.4659545982,880350.890165065,943391.3142727129,1006431.7385554918,1069472.1627133454,1132512.586940258,1195373.0,theguardian.com
-583.0,35461.93193470087,75816.93493995283,116171.93665359064,156526.9420086432,196881.94562181056,237236.9499981209,277591.95423122455,317946.95917977137,358301.96519547305,398656.9711867252,439011.97675862996,479366.98219587817,519721.98695112846,560076.9915756377,600431.9969062171,640787.002174233,681142.006171939,721497.0104871743,761464.0,timesofindia.com
-583.0,79639.96082427325,161506.9640169415,243373.968546886,325240.97223788104,407107.9708648557,488974.97365954495,570841.9781158369,652708.9816759344,734575.9848707039,816442.9883217658,898309.9918074665,980176.9945858849,1062043.9978623877,1143910.9991813104,1225777.999392065,1307645.0023157694,1389512.0058042828,1471379.008191528,1553066.0,dailymail.co.uk
-583.0,24108.71473777591,52930.50980446518,81752.3040625193,110574.09828230689,139395.89217270305,168217.68602408032,197039.48159026747,225861.27568101825,254683.07077966738,283504.8631806304,312326.6584730907,341148.4546560674,369970.25128149264,398792.04792047077,427613.8431088283,456435.63690867677,485257.43241000164,514079.2283500256,542541.0,news.yahoo.com
-571.0,1781.5816613233803,3261.8572045586056,4800.694545524609,7153.276135816079,9505.858035693025,11858.440075787024,14211.022115881024,16563.60410735321,18916.185815615725,21268.76775755783,23621.349797651834,25973.931837745833,28326.51387783983,30679.095885904615,33031.67788330895,35384.25988071328,37736.841878117615,40089.42387908333,42272.0,msn.com
-583.0,41404.55941604005,87302.19208077967,133199.828025923,179097.46403212004,224995.1003647934,270892.7377639718,316790.3749921775,362688.01262577396,408585.65019911097,454483.28700990824,500380.92444498104,546278.5616254389,592176.1982820396,638073.8356399536,683971.4731732304,729869.1102329827,775766.7477652878,821664.385135329,867202.0,finance.yahoo.com
