IP,COUNTRY,LAT,LON,DIST,RTT
193.3.231.158,IR,35.7305,51.4285,9883.455104666964,187.98534870147705
172.80.253.92,IR,35.6885,51.3885,9884.895582789803,154.38098907470703
185.142.156.40,IR,34.6175,50.8515,9948.034598795564,152.45680809020996
81.211.195.45,KZ,42.3215,69.5995,10112.375586883718,163.6819839477539
81.211.197.45,KZ,42.8985,71.3795,10118.709306741226,160.3872776031494
180.149.98.146,MN,47.8885,106.9085,10186.10183003267,257.62906074523926
109.171.136.4,SA,22.3075,39.1085,10212.52699844738,145.55504322052002
212.43.17.42,KW,29.3385,47.9385,10228.348584928903,162.95831203460693
91.185.6.14,KZ,43.2475,76.9515,10263.45464835852,162.85839080810547
85.185.93.118,IR,36.2615,59.6175,10265.552367851868,228.37879922654895
217.76.65.78,KZ,43.2115,76.8985,10265.600320902597,161.78767681121826
81.211.172.100,KZ,43.2075,76.8985,10266.013805647613,166.3029909133911
217.11.176.143,TJ,38.5575,68.8075,10454.832388515732,196.04003429412842
45.94.14.204,SA,24.7215,46.6375,10534.791386942283,151.0509490966797
37.131.2.76,BH,26.2315,50.5515,10657.854841980075,165.82634449005127
185.206.239.122,IR,29.4905,57.6415,10785.927646471822,175.19667148590088
82.148.114.58,QA,25.2775,51.5215,10801.147795600229,259.9442720413208
202.214.97.16,JP,35.7295,139.7185,10859.09132346695,155.6239128112793
34.85.95.162,JP,35.6785,139.7675,10862.322082456953,153.2578706741333
103.40.209.7,JP,35.6575,139.8015,10863.116929090313,169.7004795074463
152.195.112.52,JP,35.6905,139.6905,10864.085397300545,159.1853141784668
52.69.122.97,JP,35.6905,139.6905,10864.085397300545,162.30432987213135
103.202.216.76,JP,35.6875,139.6905,10864.38663714665,153.72631549835205
92.38.178.149,JP,35.6475,139.7885,10864.62261287916,165.66267013549805
182.161.74.241,JP,35.6395,139.7905,10865.348197641411,171.4792251586914
103.170.232.152,JP,35.6215,139.7485,10868.776613603493,165.51886664496527
156.154.181.254,JP,35.6185,139.7515,10868.961933925866,163.01603317260742
104.238.161.230,JP,35.6195,139.7395,10869.324736183375,174.43079948425293
185.34.2.114,AE,25.6315,55.8115,11030.4539769199,180.98602294921875
87.201.194.242,AE,25.0915,55.1515,11039.510410069772,212.54007816314697
185.92.128.30,AE,25.0305,55.1875,11047.105031429479,192.14046001434326
80.77.4.60,AE,25.0305,55.1895,11047.224754416951,187.06951141357422
94.207.43.2,AE,25.0295,55.1915,11047.433660689354,200.03173351287842
94.203.76.219,AE,25.0285,55.1905,11047.462986111108,200.93467235565186
37.252.245.94,AE,25.0285,55.1915,11047.522846926317,205.1621675491333
91.201.7.243,AE,24.4475,54.3805,11050.22887929066,191.42601490020752
13.209.124.58,KR,37.5715,126.9805,11070.295288748164,192.01881885528564
141.164.39.1,KR,37.5785,126.8915,11071.719973363828,204.8661231994629
37.252.244.78,KR,37.5015,127.0285,11076.58489754263,206.34641647338867
92.38.135.131,KR,37.4775,126.8795,11082.787919894856,189.18919563293457
210.56.11.202,PK,33.7315,73.0885,11104.544432288838,200.74617862701416
156.154.53.254,AE,25.1295,56.3395,11106.651445254496,188.01796436309814
34.97.153.243,JP,34.6895,135.4975,11119.578750820665,161.70885562896729
196.49.15.189,UG,0.3115,32.5795,11394.545865168757,332.3784112930298
156.154.184.254,IN,28.5385,77.2395,11789.793351032778,309.0503454208374
196.6.220.42,KE,-1.3315,36.8715,11870.617675019614,235.49365997314453
202.52.0.25,NP,27.7095,85.3205,12137.749531602325,318.9627170562744
202.70.77.250,NP,27.4315,85.0305,12159.219490680567,313.39406967163086
196.49.5.98,TZ,-6.8105,39.2885,12474.85422370095,219.22404766082764
156.154.182.254,TW,25.0795,121.5815,12538.984001029092,217.5287961959839
63.222.40.114,TW,25.0715,121.5775,12539.937736409933,209.66545740763345
34.93.255.24,IN,19.0795,72.8775,12562.159560789005,205.82513809204102
35.154.190.197,IN,19.0805,72.8805,12562.201461295856,209.81554985046387
156.154.183.254,IN,19.0695,72.8695,12562.77407508268,250.32494068145752
196.40.111.147,ZA,-33.9715,18.4705,12572.613983113257,234.52699184417725
34.80.84.64,TW,24.0475,120.5175,12673.874494170703,182.72433280944824
103.15.246.16,BD,23.7495,90.3915,12689.78068137143,301.0240077972412
103.151.64.31,US,13.4585,144.6885,12798.990236776788,231.86216354370117
197.189.194.147,ZA,-25.9315,28.1405,12838.018697618323,233.85896682739258
197.80.104.36,ZA,-26.1415,28.0095,12840.49847869355,242.96700954437256
196.10.53.7,ZA,-26.1385,28.0305,12842.035717582665,244.00362968444824
102.130.49.144,ZA,-26.1405,28.1985,12855.976531293194,244.40176486968994
188.172.217.86,ZA,-26.1385,28.2005,12856.014989722444,254.40328121185303
41.79.249.228,ZA,-26.1385,28.2005,12856.014989722444,223.60634803771973
156.154.135.254,ZA,-26.1415,28.2015,12856.286287120138,225.44336318969727
37.10.40.14,HK,22.4515,114.1885,12955.936944140143,241.6395664215088
178.237.167.62,HK,22.4475,114.1915,12956.338664114615,207.08260536193848
152.195.186.35,HK,22.3995,114.1095,12962.645202778851,206.69138431549072
156.154.180.254,CN,22.3685,114.1215,12965.902157834034,231.90350532531738
45.11.104.146,CN,22.3575,114.1185,12967.148802776961,204.5621156692505
63.222.7.46,HK,22.3485,114.1205,12968.11292262397,228.680157661438
35.241.102.186,HK,22.3205,114.1675,12970.59898249415,191.63670539855957
182.161.72.25,HK,22.2875,114.2695,12972.930163065581,213.26160430908203
41.221.208.94,MZ,-25.9795,32.5805,13208.150384976892,240.24200439453125
196.10.55.135,ZA,-29.7295,31.0705,13311.463067770952,237.38418685065375
159.65.150.114,IN,12.9715,77.5905,13389.155940216766,282.31537342071533
63.222.187.5,PH,14.5585,121.0185,13686.387478992658,249.96068477630615
103.253.132.25,TH,13.7295,100.5075,13949.553367623606,266.94395542144775
103.2.186.195,NC,-22.2685,166.4575,14036.959731722774,233.41233730316162
27.111.84.21,PH,10.3205,123.9115,14055.895445414206,273.4417200088501
202.46.184.4,NZ,-36.8505,174.7675,14173.250996920173,233.68299007415771
103.121.34.150,NZ,-36.8515,174.7675,14173.30096642897,257.21209049224854
101.53.31.6,VN,10.7915,106.6975,14298.609819266172,242.4656629562378
103.157.198.10,MY,3.1475,101.7075,15126.803034900073,231.28116130828857
63.222.188.9,MY,3.1405,101.6875,15127.401115415782,275.36776065826416
103.102.166.20,SG,1.3595,103.8695,15338.20013760835,248.5177755355835
52.76.134.108,SG,1.3575,103.8705,15338.425394071752,251.25691890716553
103.156.251.7,SG,1.3515,103.8185,15338.863425678599,227.28865146636963
185.28.221.65,SG,1.3515,103.8195,15338.867806763423,267.5607204437256
152.195.196.35,SG,1.3505,103.8175,15338.969531465485,244.67976093292236
63.222.189.7,SG,1.3475,103.8175,15339.300998586576,251.79369449615479
35.187.225.53,SG,1.3375,103.7075,15339.910305674575,215.9238576889038
139.180.132.31,SG,1.3205,103.6975,15341.742079373234,250.52545070648193
37.10.41.14,SG,1.3205,103.7015,15341.760655349624,259.52465534210205
128.199.105.50,SG,1.3175,103.7005,15342.087450529378,245.73476314544678
139.162.3.33,SG,1.3215,103.8875,15342.475458637422,256.0699701309204
139.99.78.22,SG,1.3205,103.8885,15342.590186842639,229.27186489105225
203.175.175.206,SG,1.3205,103.9205,15342.724505501103,237.6969814300537
103.242.74.185,SG,1.3015,103.7905,15344.264202765531,230.75308799743652
103.62.48.193,SG,1.3005,103.7875,15344.361336859862,229.58505153656006
107.162.219.5,SG,1.3005,103.7905,15344.374689283182,231.85245990753174
203.119.15.254,SG,1.3005,103.7915,15344.37913573296,234.2881441116333
128.0.113.132,SG,1.2995,103.7915,15344.489622332927,229.15756702423096
203.174.85.106,SG,1.2985,103.7875,15344.582309362471,259.13286209106445
102.163.98.10,MU,-19.6825,63.4275,15381.499932940005,273.4330415725708
103.62.50.173,AU,-27.4505,153.0275,15485.585844928339,206.93790912628174
203.119.111.139,AU,-27.4685,153.0295,15486.460471453653,230.98113536834717
35.189.34.243,AU,-33.8685,151.2115,15973.948474305702,197.2259759902954
13.211.21.2,AU,-33.8725,151.2105,15974.215810911945,200.89805126190186
203.217.162.30,AU,-33.9095,151.1885,15977.761496275967,210.59339046478271
119.17.170.244,AU,-33.9095,151.1885,15977.761496275967,220.3726291656494
45.76.126.106,AU,-33.9115,151.1875,15977.93711855322,226.88677310943604
103.126.52.180,AU,-33.9205,151.1905,15978.095229459368,211.56818866729736
146.185.214.58,AU,-33.9225,151.1905,15978.18652620565,207.69140720367432
128.0.115.66,AU,-33.9195,151.1885,15978.218130755335,219.8157787322998
139.99.219.16,AU,-33.9195,151.1885,15978.218130755335,226.6932487487793
202.165.66.5,AU,-33.9215,151.1875,15978.393707540998,194.93749141693115
103.77.105.3,ID,-6.2125,106.8215,16178.413492190017,255.9866189956665
103.160.63.222,ID,-6.2395,106.8175,16181.408727775204,244.00482177734375
103.41.247.100,ID,-6.8725,107.5885,16248.63566519744,244.24965381622314
202.152.129.74,ID,-7.7785,110.3895,16325.303469864959,267.8466320037842
202.142.143.178,AU,-38.2395,146.4015,16552.373046417106,228.23917865753174
27.131.108.126,AU,-37.8185,145.3085,16629.585165827466,241.25652313232422
156.154.96.254,AU,-37.8205,144.9205,16662.163785705772,215.51847457885742
45.121.209.221,AU,-37.8195,144.9175,16662.381181073546,204.85529899597168
116.90.72.210,AU,-34.9315,138.5875,17086.39059467476,213.7873888015747
45.121.208.237,AU,-31.9605,115.7975,18692.919665557827,241.04909896850586
150.101.175.170,AU,-32.2295,115.9815,18704.87770458687,264.7810697555542
